Index 	On or around	Voluntary Dismissal	Litigation Name	Ticker	Filing Date	Docket	Class Start Date	Class End Date	SIC Code	Sector	Industry	Headquarter	Jurisdiction	Circuit	Court	Judge	Exchange	Market Status	Case Status	Settlement Amount
101683			"pcOrder.com, Inc."	PCOR	11/17/2000	00-CV-00742	03/01/1999	10/10/2000	5734	Technology	Software & Programming	United States		5th	W.D. Texas	Hon. Sam Sparks	NASDAQ	Public (Listed)	CASE DISMISSED	0
101638			"PRI Automation, Inc."	PRIA	11/20/2000	00-CV-12398	01/27/2000	09/11/2000	3674	Technology	Semiconductors	United States	United States	1st	D. Massachusetts	Hon. Robert E. Keeton	NASDAQ	Public (Listed)	CASE SETTLED	3250000
103930			"Advest, Inc. : Massachusetts Industrial Finance Agency Revenue Bonds, Bradford College Issue, Series 1998"		11/21/2000	00-CV-12408	05/01/1998	11/22/1999	6211	Financial	Investment Services	United States	United States	1st	D. Massachusetts	Hon. Nancy Gertner	Privately Traded	Privately Held	CASE DISMISSED	0
101648			"PacifiCare Health Systems, Inc."	PHSY	11/21/2000	00-CV-1147	10/27/1999	10/10/2000	6324	Financial	Insurance (Accident & Health)	United States		9th	C.D. California	Hon. David O. Carter	NASDAQ	Public (Listed)	CASE DISMISSED	0
101647			"Turkcell Iletisim Hizmetler, A.S."	TKC	11/22/2000	00-CV-8913	07/10/2000	09/21/2000	4813	Services	Communications Services	Turkey		2nd	S.D. New York	Hon. Naomi Reice Buchwald	New York SE	Public (Listed)	CASE SETTLED	19200000
101645			Twinlab Corporation	TWLB	11/22/2000	00-CV-06975	04/27/1999	11/15/2000	2833	Services	Retail (Drugs)	United States		2nd	E.D. New York	Hon. Denis Hurley	NASDAQ	Public (Listed)	CASE SETTLED	3000000
101644			PolyMedica Corporation	PLMD	11/27/2000	00-CV-12426	09/03/1999	11/17/2000	5047	Healthcare	Medical Equipment & Supplies	United States		1st	D. Massachusetts	Hon. Robert E. Keeton	NASDAQ	Public (Listed)	CASE SETTLED	5500000
101640			DaimlerChrysler AG and Daimler-Benz AG : Chrysler Corporation	DCX	11/28/2000	00-CV-993	08/06/1998	11/04/2000	3711	Consumer Cyclical	Auto & Truck Manufacturers	United States	United States	3rd	D. Delaware	Hon. Joseph J. Farnan Jr.	New York SE	Public (Listed)	CASE SETTLED	300000000
102941			First Union National Bank : Cyprus Funds (off-shore mutual fund)		11/28/2000	00-CV-4485	01/01/1995	08/31/1999	6211	Financial	Investment Services	United States	United States	11th	S.D. Florida	Hon. Ursula Ungaro-Benages	Open-end Fund	Open-end Fund	CASE SETTLED	5000000
101719			"Hanger Orthopedic Group, Inc."	HGR	11/28/2000	00-CV-03508	11/08/1999	01/06/2000	8093	Healthcare	Medical Equipment & Supplies	United States		4th	D. Maryland	Hon. Alexander Williams Jr.	New York SE	Public (Listed)	CASE DISMISSED	0
101655			"Gateway, Inc."	GTW	12/07/2000	00-CV-2435	10/13/2000	11/29/2000	3571	Technology	Computer Hardware	United States		9th	S.D. California	Hon. Rudi M. Brewster	New York SE	Public (Listed)	CASE SETTLED	10250000
101658			Deutsche Telekom AG	DT	12/13/2000	00-CV-9475	06/17/2000	07/28/2000	4812	Services	Communications Services	Germany		2nd	S.D. New York	Hon. Sidney H. Stein	New York SE	Public (Listed)	CASE SETTLED	120000000
101656			"Razorfish, Inc."	RAZF	12/13/2000	00-CV-09474	02/15/2000	10/05/2000	7373	Technology	Computer Services	United States		2nd	S.D. New York	Hon. Jed S. Rakoff	NASDAQ	Public (Listed)	CASE DISMISSED	0
101663			"Maxim Pharmaceuticals, Inc."	MAXM	12/14/2000	00-CV-2484	01/05/2000	12/13/2000	2833	Healthcare	Biotechnology & Drugs	United States		9th	S.D. California	Hon. Jeffrey T. Miller	NASDAQ	Public (Listed)	CASE DISMISSED	0
101716			Saxton Inc.	SXTN	12/22/2000	00-CV-01521	05/15/1998	05/15/2000	6552	Capital Goods	Construction Services	United States		9th	D. Nevada	Hon. James C. Mahan	NASDAQ	Public (Listed)	CASE DISMISSED	0
101661			"Foundry Networks, Inc."	FDRY	12/28/2000	00-CV-4823	10/18/2000	12/19/2000	3576	Technology	Communications Equipment	United States	United States	9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE DISMISSED	0
101664			"Network Associates, Inc."	NETA	12/29/2000	00-CV-4849	07/19/2000	12/26/2000	7372	Technology	Software & Programming	United States	United States	9th	N.D. California	Hon. Martin J. Jenkins	NASDAQ	Public (Listed)	CASE SETTLED	70000000
101674			"New Era of Networks, Inc."	NEON	01/02/2001	01-CV-00003	10/18/2000	11/21/2000	7371	Technology	Software & Programming	United States	United States	10th	D. Colorado	Hon. Donald Abram	NASDAQ	Public (Listed)	CASE SETTLED	5000000
101669			Bridgestone Corporation [Common Stock and ADRs]	BRDCY	01/04/2001	01-CV-00017	03/31/1998	08/31/2000	3011	Consumer Cyclical	Tires	Japan		6th	M.D. Tennessee	Magistrate Judge E. C. Knowles	NASDAQ	Public (Listed)	CASE SETTLED	30000000
101673			"M&A West, Inc."	MAWI	01/05/2001	01-CV-0033	08/17/2000	12/28/2000	6719	Financial	Misc. Financial Services	United States	United States	9th	N.D. California	Hon. Saundra Brown Armstrong	OTC-BB	Public (Listed)	CASE SETTLED	2615000
101668			Atchison Casting Corporation	FDY	01/08/2001	01-CV-2013	01/08/1998	11/03/2000	3320	Basic Materials	Iron & Steel	United States		10th	D. Kansas	Hon. John W. Lungstrum	New York SE	Public (Listed)	CASE SETTLED	1800000
101689			"Intrenet, Inc."	INETE	01/11/2001	01-CV-00012	02/09/1999	10/13/2000	4213	Transportation	Trucking	United States		6th	S.D. Ohio	Hon. Sandra S. Beckwith	NASDAQ	Public (Listed)	CASE DISMISSED	0
101681			"VA Linux Systems, Inc."	LNUX	01/11/2001	01-CV-00242	12/09/1999	12/06/2000	3571	Technology	Computer Hardware	United States	United States	2nd	S.D. New York	Hon. Miriam Goldman Cedarbaum	NASDAQ	Public (Listed)	CASE SETTLED	9281929
101679			"Hamilton Bancorp, Inc."	HABK	01/12/2001	01-CV-156	04/21/1998	12/22/2000	6712	Financial	Regional Banks	United States	United States	11th	S.D. Florida	Hon. Alan S. Gold	NASDAQ	Public (Listed)	CASE SETTLED	8477500
104074			"Vlasic Foods International, Inc."	VL	01/17/2001	01-CV-00272	02/24/1999	02/10/2000	2000	Consumer Non-Cyclical	Food Processing	United States	United States	3rd	D. New Jersey	Hon. Joseph E. Irenas	New York SE	Public (Listed)	CASE DISMISSED	0
101702			"Marketing Services Group, Inc."	MSGI	01/18/2001	01-CV-0193	01/01/1999	11/30/2000	7389	Services	Business Services	United States		11th	N.D. Alabama	Hon. Sharon L. Blackburn	NASDAQ	Public (Listed)	CASE DISMISSED	0
101691			"Pre-Paid Legal Services, Inc."	PPD	01/22/2001	01-CV-00182	04/19/1999	01/16/2001	8111	Services	Personal Services	United States	United States	10th	W.D. Oklahoma	Hon. Robin J. Cauthron	New York SE	Public (Listed)	CASE SETTLED	925000
101693			"Ascendant Solutions, Inc."	ASDS	01/23/2001	01-CV-166	11/11/1999	01/24/2000	7389	Services	Business Services	United States		5th	N.D. Texas	Hon. Jorge A. Solis	NASDAQ	Public (Listed)	CASE DISMISSED	0
102020			"Silicon Storage Technology, Inc."	SSTI	01/25/2001	01-CV-20844	01/17/2001	01/24/2001	3674	Technology	Semiconductors	United States		9th	N.D. California	Hon. Jeremy Fogel	NASDAQ	Public (Listed)	CASE DISMISSED	0
101697			"QLT, Inc."	QLTI	01/28/2001	01-CV-00669	08/01/2000	12/14/2000	2834	Healthcare	Biotechnology & Drugs	Canada	Canada	2nd	S.D. New York	Hon. Sidney H. Stein	NASDAQ	Public (Listed)	CASE DISMISSED	0
101695			"Guess?, Inc."	GES	01/30/2001	01-CV-00871	02/14/2000	01/26/2001	5621	Consumer Cyclical	Apparel/Accessories	United States		9th	C.D. California	Hon. Lourdes G. Baird	New York SE	Public (Listed)	CASE DISMISSED	0
101735			"U.S. Interactive, Inc."	USITQ	02/01/2001	01-CV-00522	02/10/2000	11/08/2000	8742	Services	Business Services	United States	United States	3rd	E.D. Pennsylvania	Hon. Bruce W. Kauffman	NASDAQ	Public (Listed)	CASE SETTLED	3250000
101699			"Critical Path, Inc."	CPTH	02/02/2001	01-CV-0551	06/15/2000	02/01/2001	7389	Services	Business Services	United States		9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE SETTLED	17500000
101698			"En Pointe Technologies, Inc."	ENPT	02/02/2001	01-CV-00205	12/07/1999	04/13/2000	5045	Technology	Computer Hardware	United States		9th	S.D. California	Hon. M. J. Lorenz	NASDAQ	Public (Listed)	CASE SETTLED	1800000
101701			"Comdisco, Inc."	CDO	02/07/2001	01-CV-00874	01/25/2000	10/03/2000	7377	Services	Rental & Leasing	United States	United States	7th	N.D. Illinois	Hon. William J. Hibbler	New York SE	Public (Listed)	CASE SETTLED	13750000
101734			"E.W. Blanch Holdings, Inc."	EWB	02/12/2001	01-CV-00258	10/19/1999	03/20/2000	6311	Financial	Insurance (Life)	United States	United States	8th	D. Minnesota	Hon. Michael J. Davis	New York SE	Public (Listed)	CASE SETTLED	20000000
103116			"IBP, Inc."	IBP	02/12/2001	01-CV-04031	02/07/2000	01/25/2001	2011	Consumer Non-Cyclical	Food Processing	United States		8th	D. South Dakota	Hon. Lawrence L. Piersol	New York SE	Public (Listed)	CASE SETTLED	8000000
101757			Nice Systems Ltd.	NICE	02/14/2001	01-CV-00737	02/16/2000	02/08/2001	3571	Technology	Electronic Instruments & Controls	Israel	Israel	3rd	D. New Jersey	"Hon. Joseph A. Greenaway, Jr."	NASDAQ	Public (Listed)	CASE SETTLED	10000000
101727			"Worldwide Xceed Group, Inc. (f/n/a Xceed, Inc.)"	XCED	02/14/2001	01-CV-01125	11/29/1999	11/15/2000	7373	Technology	Computer Services	United States		2nd	S.D. New York	Hon. Gerard E. Lynch	NASDAQ	Public (Listed)	CASE SETTLED	4400000
101887			"Asche Transportation Services, Inc."	ASHE	02/15/2001	01-CV-50057	03/30/1998	04/07/2000	4213	Transportation	Trucking	United States	United States	7th	N.D. Illinois	Hon. P. Michael Mahoney	NASDAQ	Public (Listed)	CASE SETTLED	325000
101729			CommTouch Software	CTCH	02/16/2001	01-CV-00719	04/19/2000	02/13/2001	4899	Services	Communications Services	Israel	Israel	9th	N.D. California	Hon. William H. Alsup	NASDAQ	Public (Listed)	CASE SETTLED	15000000
101707			Nortel Networks Corporation (Nortel I & II)	NT	02/16/2001	 01-CV-0945	11/01/2000	02/15/2001	3661	Technology	Communications Equipment	Canada	Canada	2nd	E.D. New York	Hon. Raymond J. Dearie	New York SE	Public (Listed)	CASE SETTLED	2935901451
101712			"NorthPoint Communications Group, Inc."	NPNT	02/16/2001	01-CV-1473	08/09/2000	11/29/2000	4813	Services	Communications Services	United States	United States	9th	N.D. California	Magistrate Judge Edward A. Infante	NASDAQ	Public (Listed)	CASE SETTLED	20000000
101708			Schering-Plough Corporation	SGP	02/16/2001	01-CV-00829	07/25/2000	02/15/2001	2834	Healthcare	Biotechnology & Drugs	United States	United States	3rd	D. New Jersey	Magistrate Judge Ronald J. Hedges	New York SE	Public (Listed)	CASE SETTLED	165000000
101705			Emulex Corporation	EMLX	02/20/2001	01-CV-00219	01/18/2001	02/09/2001	3576	Technology	Computer Peripherals	United States		9th	C.D. California	Hon. Gary L. Taylor	NASDAQ	Public (Listed)	CASE SETTLED	39500000
101749			"Smart World Technologies, LLC"		02/20/2001	01-CV-1254	11/01/1999	06/29/2000	4813	Services	Communications Services	United States	United States	2nd	S.D. New York	Hon. Jed S. Rakoff	Privately Traded	Privately Held	CASE DISMISSED	0
101709			Stan Lee Media Inc.	SLEEQ	02/20/2001	01-CV-01621	08/23/1999	12/18/2000	7375	Technology	Computer Services	United States	United States	9th	C.D. California	Hon. Gary A. Feess	NASDAQ	Public (Listed)	CASE SETTLED	1820633.34
101714			"Xchange, Inc. (a/k/a Exchange Applications, Inc.)"	EXAP	02/21/2001	01-CV-10322	07/24/2000	09/29/2000	7373	Technology	Computer Networks	United States		1st	D. Massachusetts	Hon. Rya W. Zobel	NASDAQ	Public (Listed)	CASE SETTLED	8500000
101731			Alliance Pharmaceutical Corporation	ALLP	02/23/2001	01-CV-1674	10/12/2000	01/22/2001	2835	Healthcare	Biotechnology & Drugs	United States	United States	2nd	S.D. New York	Hon. Charles L. Brieant	NASDAQ	OTC	CASE SETTLED	4750000
101738			Globalstar Telecommunications Limited	GSTRF	02/28/2001	01-CV-01748	12/06/1999	10/27/2000	4812	Services	Communications Services	United States	Bermuda	2nd	S.D. New York	Hon. Sidney H. Stein	NASDAQ	Public (Listed)	CASE SETTLED	20000000
101728			Intershop Communications AG	ISHP	02/28/2001	01-CV-20333	05/02/2000	01/03/2001	7373	Technology	Computer Networks	Germany		9th	N.D. California	Hon. James Ware	NASDAQ	Public (Listed)	CASE SETTLED	3151392.56
101739			"i2 Technologies, Inc."	ITWO	03/02/2001	01-CV-00418	01/09/2001	02/26/2001	7372	Technology	Software & Programming	United States	United States	5th	N.D. Texas	Hon. Barefoot Sanders	NASDAQ	Public (Listed)	CASE SETTLED	87750000
101737			Broadcom Corporation	BRCM	03/05/2001	01-CV-00275	10/18/2000	02/26/2001	3674	Technology	Scientific & Technical Instr.	United States	United States	9th	C.D. California	Hon. Gary L. Taylor	NASDAQ	Public (Listed)	CASE SETTLED	150000000
101736			"Department 56, Inc."	DFS	03/05/2001	01-CV-00401	02/24/1999	04/26/2000	3269	Consumer Non-Cyclical	Personal & Household Products	United States		8th	D. Minnesota	Hon. James M. Rosenbaum	New York SE	Public (Listed)	CASE DISMISSED	0
101759			"Amazon.com, Inc."	AMZN	03/09/2001	01-CV-00358	02/02/2000	10/30/2000	5942	Services	Retail (Catalog & Mail Order)	United States	United States	9th	W.D. Washington	Hon. Robert S. Lasnik	NASDAQ	Public (Listed)	CASE SETTLED	27500000
101748			"Nike, Inc."	NKE	03/09/2001	01-CV-332	12/20/2000	02/26/2001	3021	Consumer Cyclical	Footwear	United States	United States	9th	D. Oregon	Hon. Donald C. Ashmanskas	New York SE	Public (Listed)	CASE SETTLED	8900000
101747			Oracle Corporation	ORCL	03/09/2001	01-CV-0988	12/15/2000	03/01/2001	7372	Technology	Software & Programming	United States		9th	N.D. California	Hon. Martin J. Jenkins	NASDAQ	Public (Listed)	CASE DISMISSED	0
101710			"Team Communications Group, Inc."	TMTV	03/09/2001	01-CV-02312	05/18/2000	02/13/2001	7812	Services	Motion Pictures	United States	United States	9th	C.D. California	Hon. Carlos R. Moreno	NASDAQ	Public (Listed)	CASE SETTLED	12500000
101756			"New Focus, Inc."	NUFO	03/12/2001	01-CV-1020	01/21/2001	03/05/2001	3674	Technology	Communications Equipment	United States		9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE DISMISSED	0
101792			"Cell Pathways, Inc."	CLPA	03/13/2001	01-CV-01189	10/27/1999	09/22/2000	2834	Healthcare	Biotechnology & Drugs	United States	United States	3rd	E.D. Pennsylvania	Hon. Mary A. McLaughlin	NASDAQ	Public (Listed)	CASE SETTLED	7185000
101778			"WebLink Wireless, Inc."	WLNK	03/14/2001	01-CV-00498	12/29/2000	02/20/2001	4812	Services	Communications Services	United States		2nd	S.D. New York	Hon. Sam A. Lindsay	NASDAQ	Public (Listed)	CASE DISMISSED	0
101751			"Hayes Financial Group, Inc. : ETS Payphones, Inc. payphone agreements"		03/15/2001	01-CV-00571	01/04/2000	03/14/2001	6141	Financial	Consumer Financial Services	United States	United States	11th	M.D. Florida	Hon. Elizabeth A.Kovachevich	Privately Traded	Privately Held	CASE DISMISSED	0
101762			Adaptive Broadband Corporation	ADAP	03/16/2001	01-CV-1092	08/11/2000	03/15/2001	3663	Technology	Communications Equipment	United States	United States	9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE SETTLED	8212500
102455			"Priceline.com, Inc."	PCLN	03/16/2001	01-CV-2261	03/29/1999	03/14/2001	7373	Technology	Computer Services	United States	United States	2nd	S.D. New York	Hon. Laura T. Swain	NASDAQ	Public (Listed)	CASE SETTLED	20714558
101761			"Ariba, Inc."	ARBA	03/20/2001	01-CV-2359	06/23/1999	12/23/1999	7372	Technology	Computer Services	United States	United States	2nd	S.D. New York	Hon. Richard Owen	NASDAQ	Public (Listed)	CASE SETTLED	4883373
101760			"Nuance Communications, Inc."	NUAN	03/21/2001	01-CV-20320	01/31/2001	03/15/2001	7372	Technology	Software & Programming	United States		9th	N.D. California	Hon. Samuel Conti	NASDAQ	Public (Listed)	CASE SETTLED	11000000
101764			"iAsiaWorks, Inc."	IAWK	03/23/2001	01-CV-02484	08/03/2000	11/27/2000	4813	Services	Communications Services	United States		2nd	S.D. New York	Hon. lvin K. Hellerstein	NASDAQ	Public (Listed)	CASE DISMISSED	0
101758			"Pinnacle Holdings, Inc."	BIGT	03/23/2001	01-CV-00624	01/18/2000	03/17/2001	3661	Technology	Communications Equipment	United States	United States	11th	M.D. Florida	Hon. James D. Whittemore	NASDAQ	Public (Listed)	CASE SETTLED	11000000
101765			"Keithley Instruments, Inc."	KEI	03/26/2001	01-CV-00715	01/18/2001	03/09/2001	3825	Technology	Electronic Instruments & Controls	United States		6th	N.D. Ohio	Hon. Kathleen M. O'Malley	New York SE	Public (Listed)	CASE DISMISSED	0
101766			"PlanetRx.com, Inc."	PLRX	03/27/2001	01-CV-02621	10/06/1999	03/23/2001	5940	Services	Retail (Drugs)	United States	United States	2nd	S.D. New York	Hon. Alvin K. Hellerstein	NASDAQ	Public (Listed)	CASE SETTLED	734060
101770			"Turnstone Systems, Inc."	TSTN	03/28/2001	01-CV-1256	09/21/2000	01/02/2001	3699	Technology	Communications Equipment	United States	United States	9th	N.D. California	Hon. Saundra B. Armstrong	NASDAQ	Public (Listed)	CASE SETTLED	7000000
101791			"Big Fat Fish, Inc."		03/29/2001	01-CV-02920	10/18/1999	03/31/2000		Technology	Computer Hardware	United States	United States	9th	C.D. California	Hon. George H. King	Privately Traded	Privately Held	CASE DISMISSED	0
101776			"Red Hat, Inc."	RHAT	03/29/2001	01-CV-2712	08/11/1999	05/25/2000	7370	Technology	Software & Programming	United States	United States	2nd	S.D. New York	Hon. Laura T. Swain	NASDAQ	Public (Listed)	CASE SETTLED	8367390
101775			California Amplifier	CAMP	03/30/2001	01-CV-02988	04/07/2000	03/28/2001	3663	Technology	Communications Equipment	United States	United States	9th	C.D. California	Hon. Margaret M. Morrow	NASDAQ	Public (Listed)	CASE SETTLED	1500000
101774			Ventro Corporation	VNTR	03/30/2001	01-CV-1287	02/15/2000	12/06/2000	5160	Basic Materials	Chemicals - Plastics & Rubber	United States		9th	N.D. California	Hon. Saundra B. Armstrong	NASDAQ	Public (Listed)	CASE SETTLED	6935000
101773			JNI Corporation	JNIC	04/02/2001	01-CV-557	10/16/2000	01/24/2001	3674	Technology	Semiconductors	United States	United States	9th	S.D. California	Hon. M. J. Lorenz	NASDAQ	Public (Listed)	CASE DISMISSED	0
101783			"Merrill Lynch & Co., Inc. B2B Internet Holder Depository Receipts : Merrill Lynch Pierce Fenner & Smith"	BBH	04/04/2001	01-CV-2858	02/23/2000	04/04/2001	7389	Financial	Investment Services	United States	United States	2nd	S.D. New York	Hon. Shira A. Scheindlin	American SE	Public (Listed)	CASE SETTLED	903276
101784			Opus360 Corporation	OPUS	04/06/2001	01-CV-2938	04/07/2000	12/06/2000	7389	Services	Business Services	United States		2nd	S.D. New York	Hon. Miriam Goldman Cedarbaum	NASDAQ	Public (Listed)	CASE SETTLED	550000
101805			"Orthodontic Centers of America, Inc."	OCA	04/09/2001	01-CV-00949	04/27/2000	03/15/2001	8000	Healthcare	Healthcare Facilities	United States		5th	E.D. Louisiana	Hon. G. T. Porteous Jr.	New York SE	Public (Listed)	CASE DISMISSED	0
101787			Rediff.com India Ltd.	REDF	04/10/2001	01-CV-03020	06/14/2000	03/20/2001	7379	Technology	Computer Services	India		2nd	S.D. New York	Hon. Richard Owen	NASDAQ	Public (Listed)	CASE SETTLED	341135
101789			"Winstar Communications, Inc."	WCII	04/10/2001	01-CV-03014	08/02/2000	04/02/2001	4813	Services	Communications Services	United States		2nd	S.D. New York	Hon. George B. Daniels	NASDAQ	Public (Listed)	CASE SETTLED	30000000
101779			Applied Micro Circuits Corporation	AMCC	04/12/2001	01-CV-0649	11/30/2000	02/05/2001	3674	Technology	Semiconductors	United States	United States	9th	S.D. California	Hon. Judith N. Keep	NASDAQ	Public (Listed)	CASE SETTLED	60000000
